symbol, n_gaps, training_time, test_loss, test_acc, test_auc, test_f1, r2
WMT,26,4.980899810791016,0.6716405749320984,0.6666666865348816,0.0625,0.0,-0.0765653979759564
WRB,46,5.300340890884399,0.715982973575592,0.5,0.7999999523162842,0.6666666269302368,-0.04472242504218826
WRK,147,9.483384132385254,0.6812673211097717,0.5666667222976685,0.7126696705818176,0.0,0.006008986696092844
WST,68,9.267378091812134,0.772081732749939,0.4285714626312256,0.5416666865348816,0.5999999642372131,-0.17672916540551187
WU,77,9.824191808700562,0.6663792133331299,0.6875,0.7636363506317139,0.7368420958518982,-0.10149871374047881
WY,113,12.53062391281128,0.6624019742012024,0.6521739363670349,0.48750001192092896,0.0,-0.03470461485337384
WYNN,199,9.174950122833252,0.6662864089012146,0.625,0.5520000457763672,0.0,-0.009722953812624002
XEL,34,5.51947283744812,0.6274693608283997,0.7142857313156128,0.0,0.8333333134651184,-0.06550137483621099
XLNX,114,9.771480798721313,0.6935176849365234,0.47826087474823,0.6730769276618958,0.6249999403953552,-0.018065833877756843
XOM,72,9.121797323226929,0.758658230304718,0.46666669845581055,0.3035714626312256,0.6363636255264282,-0.13064645851008527
XRAY,69,10.457797765731812,0.6967127919197083,0.5,0.5816326141357422,0.6666666269302368,-0.007079269454274284
XYL,65,7.490362882614136,0.6712093353271484,0.692307710647583,0.3611111044883728,0.8181818127632141,-0.12216903482876673
YUM,59,7.360371828079224,0.6676526069641113,0.6666666865348816,0.4375,0.7999999523162842,-0.06776517390735903
ZBH,78,7.624963283538818,0.6672648191452026,0.625,0.44999998807907104,0.0,-0.011754140699303584
ZBRA,115,8.406358003616333,0.7025832533836365,0.47826087474823,0.4431818127632141,0.0,-0.020736884077581452
ZION,116,8.581578016281128,0.6523975729942322,0.6666666865348816,0.53515625,0.7999999523162842,-0.03399238964300255
ZTS,56,8.293238878250122,0.6921457648277283,0.5,0.47142860293388367,0.5714285373687744,-0.02651209333240434
